SKU,customer_ID,payment_ID,shipping_ID,invoice_ID,quantity_purchased,unit_price_USD,purchase_date
FTW_004,1217,PAY004,DEL_100,INV_ELCT,39,34,2021-09-16
CLT_003,1341,PAY003,DEL_500,INV_PAPR,39,30,2022-08-04
CLT_006,1067,PAY001,DEL_500,INV_PAPR,59,15,2021-02-10
ACC_008,1516,PAY003,DEL_300,INV_ELCT,27,23,2023-05-30
CLT_001,1507,PAY002,DEL_600,INV_PAPR,94,20,2021-05-29
ACC_002,1406,PAY002,DEL_400,INV_ELCT,94,6,2022-12-19
CLT_002,1496,PAY005,DEL_500,INV_ELCT,94,25,2021-10-03
FTW_003,1389,PAY001,DEL_300,INV_ELCT,51,31,2023-04-23
CLT_009,1261,PAY005,DEL_100,INV_ELCT,62,4,2022-07-03
CLT_009,1008,PAY003,DEL_100,INV_PAPR,57,4,2022-06-12
CLT_007,1176,PAY003,DEL_200,INV_ELCT,76,15,2022-04-09
ACC_003,1064,PAY002,DEL_200,INV_ELCT,63,8,2023-02-10
OTW_002,1393,PAY002,DEL_200,INV_PAPR,80,48,2021-07-06
ACC_004,1394,PAY003,DEL_500,INV_PAPR,68,20,2023-05-05
ACC_001,1280,PAY003,DEL_300,INV_PAPR,89,20,2021-01-01
FTW_001,1640,PAY004,DEL_400,INV_PAPR,26,35,2022-10-19
ACC_003,1382,PAY002,DEL_600,INV_PAPR,90,8,2021-02-07
CLT_003,1129,PAY002,DEL_200,INV_PAPR,28,30,2023-05-16
OTW_001,1287,PAY003,DEL_200,INV_PAPR,29,52,2023-12-12
CLT_006,1589,PAY004,DEL_300,INV_ELCT,31,15,2022-05-03
CLT_006,1019,PAY005,DEL_100,INV_PAPR,24,15,2023-04-15
CLT_010,1264,PAY005,DEL_600,INV_ELCT,88,26,2021-11-25
CLT_006,1526,PAY005,DEL_200,INV_ELCT,87,15,2021-01-23
CLT_003,1400,PAY005,DEL_200,INV_PAPR,80,30,2022-03-20
FTW_002,1540,PAY006,DEL_200,INV_PAPR,48,27,2021-06-01
ACC_002,1441,PAY006,DEL_500,INV_ELCT,21,6,2022-10-23
FTW_001,1554,PAY004,DEL_200,INV_PAPR,72,35,2021-01-25
CLT_003,1356,PAY005,DEL_500,INV_PAPR,44,30,2023-05-29
FTW_002,1031,PAY003,DEL_600,INV_ELCT,73,27,2021-04-20
CLT_004,1639,PAY005,DEL_200,INV_PAPR,61,50,2021-01-04
FTW_003,1496,PAY006,DEL_600,INV_PAPR,20,31,2021-07-10
FTW_002,1184,PAY004,DEL_200,INV_PAPR,86,27,2021-01-13
CLT_002,1632,PAY004,DEL_400,INV_PAPR,60,25,2023-09-21
ACC_005,1569,PAY002,DEL_300,INV_PAPR,43,26,2023-09-06
CLT_005,1639,PAY006,DEL_300,INV_ELCT,44,45,2023-12-06
CLT_009,1571,PAY003,DEL_100,INV_ELCT,76,4,2023-02-17
CLT_006,1262,PAY004,DEL_200,INV_PAPR,33,15,2022-05-25
CLT_007,1547,PAY004,DEL_500,INV_ELCT,60,15,2023-06-30
OTW_002,1378,PAY005,DEL_300,INV_ELCT,26,48,2021-10-19
CLT_003,1345,PAY004,DEL_400,INV_ELCT,73,30,2021-05-27
FTW_003,1063,PAY002,DEL_500,INV_ELCT,87,31,2022-05-12
CLT_008,1131,PAY003,DEL_100,INV_PAPR,100,12,2022-06-27
OTW_001,1565,PAY005,DEL_500,INV_ELCT,84,52,2022-04-22
FTW_004,1013,PAY005,DEL_500,INV_ELCT,41,34,2023-03-17
CLT_004,1533,PAY005,DEL_400,INV_ELCT,59,50,2023-12-03
CLT_001,1059,PAY006,DEL_600,INV_ELCT,26,20,2022-01-03
ACC_008,1446,PAY005,DEL_300,INV_ELCT,69,23,2021-03-15
OTW_002,1439,PAY001,DEL_300,INV_ELCT,20,48,2022-05-20
CLT_002,1432,PAY003,DEL_400,INV_PAPR,83,25,2022-05-09
ACC_005,1239,PAY005,DEL_100,INV_PAPR,54,26,2021-01-06
CLT_003,1106,PAY001,DEL_500,INV_PAPR,66,30,2023-01-13
ACC_004,1409,PAY004,DEL_400,INV_PAPR,42,20,2022-01-09
CLT_004,1657,PAY002,DEL_500,INV_PAPR,33,50,2022-08-02
FTW_001,1458,PAY006,DEL_300,INV_PAPR,77,35,2023-11-18
OTW_002,1301,PAY006,DEL_300,INV_PAPR,65,48,2021-03-27
FTW_002,1573,PAY001,DEL_300,INV_ELCT,39,27,2023-08-04
ACC_002,1282,PAY004,DEL_100,INV_PAPR,51,6,2023-03-23
ACC_004,1353,PAY006,DEL_400,INV_ELCT,65,20,2023-11-24
ACC_008,1470,PAY004,DEL_200,INV_PAPR,89,23,2021-08-21
CLT_008,1144,PAY005,DEL_300,INV_PAPR,76,12,2023-12-01
ACC_001,1509,PAY004,DEL_200,INV_ELCT,75,20,2023-10-23
FTW_002,1585,PAY006,DEL_400,INV_ELCT,61,27,2023-03-27
FTW_001,1040,PAY002,DEL_400,INV_ELCT,35,35,2023-02-26
FTW_004,1146,PAY001,DEL_300,INV_ELCT,37,34,2022-03-15
CLT_008,1570,PAY001,DEL_200,INV_ELCT,91,12,2022-07-11
CLT_002,1395,PAY004,DEL_300,INV_PAPR,99,25,2023-11-30
CLT_007,1372,PAY001,DEL_200,INV_PAPR,54,15,2022-08-21
ACC_004,1042,PAY005,DEL_100,INV_ELCT,47,20,2021-01-27
ACC_007,1497,PAY002,DEL_200,INV_ELCT,77,16,2023-11-08
ACC_002,1005,PAY006,DEL_300,INV_PAPR,84,6,2023-11-20
ACC_003,1138,PAY003,DEL_100,INV_ELCT,51,8,2022-05-24
CLT_008,1050,PAY005,DEL_600,INV_PAPR,26,12,2023-05-19
CLT_007,1271,PAY004,DEL_300,INV_PAPR,64,15,2021-01-26
ACC_001,1441,PAY006,DEL_200,INV_PAPR,51,20,2022-07-30
CLT_003,1446,PAY004,DEL_300,INV_PAPR,60,30,2023-04-06
ACC_005,1433,PAY004,DEL_400,INV_PAPR,69,26,2022-12-02
ACC_006,1331,PAY002,DEL_200,INV_ELCT,29,25,2022-09-18
CLT_006,1084,PAY006,DEL_200,INV_PAPR,91,15,2022-06-11
ACC_002,1280,PAY001,DEL_100,INV_PAPR,70,6,2021-07-16
CLT_010,1134,PAY005,DEL_500,INV_ELCT,58,26,2021-08-27
ACC_005,1457,PAY001,DEL_300,INV_ELCT,98,26,2022-11-05
ACC_007,1338,PAY002,DEL_100,INV_PAPR,68,16,2021-05-26
ACC_005,1529,PAY002,DEL_400,INV_PAPR,44,26,2021-12-08
OTW_002,1444,PAY005,DEL_200,INV_PAPR,45,48,2022-04-12
CLT_011,1056,PAY005,DEL_300,INV_PAPR,99,20,2021-02-28
CLT_002,1143,PAY006,DEL_500,INV_PAPR,68,25,2021-07-21
CLT_005,1149,PAY004,DEL_500,INV_ELCT,56,45,2022-03-04
CLT_010,1300,PAY003,DEL_200,INV_PAPR,43,26,2022-11-21
ACC_008,1517,PAY005,DEL_300,INV_ELCT,99,23,2023-07-16
ACC_002,1436,PAY005,DEL_200,INV_PAPR,56,6,2022-07-15
CLT_003,1159,PAY003,DEL_200,INV_PAPR,25,30,2021-10-23
CLT_005,1086,PAY001,DEL_100,INV_ELCT,74,45,2023-05-24
CLT_003,1245,PAY001,DEL_400,INV_PAPR,56,30,2022-10-12
FTW_004,1480,PAY002,DEL_400,INV_ELCT,47,34,2022-08-13
CLT_002,1117,PAY006,DEL_500,INV_PAPR,67,25,2022-09-18
CLT_002,1640,PAY003,DEL_600,INV_ELCT,22,25,2021-05-04
CLT_004,1605,PAY006,DEL_500,INV_ELCT,34,50,2021-06-25
CLT_010,1195,PAY001,DEL_500,INV_PAPR,64,26,2021-02-23
CLT_007,1286,PAY002,DEL_100,INV_ELCT,42,15,2023-08-07
CLT_006,1618,PAY004,DEL_100,INV_ELCT,82,15,2022-09-29
ACC_002,1392,PAY002,DEL_300,INV_ELCT,81,6,2023-05-19
OTW_001,1559,PAY005,DEL_200,INV_ELCT,24,52,2022-01-20
FTW_004,1567,PAY003,DEL_500,INV_PAPR,60,34,2023-09-03
CLT_006,1125,PAY005,DEL_100,INV_PAPR,24,15,2023-01-05
CLT_009,1220,PAY002,DEL_500,INV_PAPR,78,4,2021-04-21
CLT_004,1136,PAY002,DEL_200,INV_ELCT,88,50,2021-09-25
CLT_004,1436,PAY002,DEL_200,INV_ELCT,63,50,2021-09-12
FTW_004,1159,PAY006,DEL_500,INV_PAPR,78,34,2023-06-30
CLT_002,1624,PAY002,DEL_600,INV_ELCT,37,25,2023-12-01
FTW_001,1540,PAY004,DEL_100,INV_ELCT,94,35,2022-02-03
CLT_011,1097,PAY003,DEL_600,INV_PAPR,78,20,2022-03-24
OTW_001,1085,PAY001,DEL_500,INV_ELCT,36,52,2023-04-29
CLT_008,1096,PAY004,DEL_500,INV_ELCT,24,12,2021-03-01
FTW_004,1269,PAY004,DEL_600,INV_ELCT,84,34,2022-01-25
CLT_004,1180,PAY001,DEL_200,INV_ELCT,47,50,2022-01-20
CLT_003,1072,PAY001,DEL_600,INV_PAPR,51,30,2021-10-01
FTW_003,1184,PAY002,DEL_300,INV_ELCT,84,31,2023-01-20
CLT_007,1031,PAY006,DEL_200,INV_PAPR,24,15,2023-06-30
CLT_001,1208,PAY004,DEL_300,INV_PAPR,97,20,2023-09-10
CLT_011,1496,PAY003,DEL_400,INV_PAPR,89,20,2023-04-16
ACC_002,1272,PAY005,DEL_600,INV_PAPR,44,6,2023-03-27
ACC_004,1149,PAY005,DEL_100,INV_PAPR,35,20,2021-08-13
CLT_002,1126,PAY005,DEL_200,INV_PAPR,91,25,2022-05-04
ACC_005,1356,PAY006,DEL_400,INV_PAPR,63,26,2021-05-24
ACC_002,1086,PAY002,DEL_200,INV_ELCT,97,6,2023-03-24
FTW_001,1598,PAY006,DEL_600,INV_ELCT,38,35,2023-06-25
OTW_001,1622,PAY005,DEL_400,INV_PAPR,24,52,2023-11-11
CLT_001,1245,PAY002,DEL_600,INV_ELCT,32,20,2022-03-05
ACC_005,1540,PAY006,DEL_200,INV_ELCT,90,26,2023-06-16
CLT_004,1586,PAY006,DEL_500,INV_ELCT,36,50,2022-08-12
ACC_001,1439,PAY005,DEL_300,INV_PAPR,37,20,2022-06-12
CLT_002,1550,PAY001,DEL_200,INV_PAPR,51,25,2021-06-26
ACC_005,1466,PAY005,DEL_100,INV_ELCT,71,26,2022-04-13
ACC_008,1334,PAY006,DEL_100,INV_PAPR,50,23,2021-03-07
ACC_005,1388,PAY003,DEL_500,INV_PAPR,74,26,2021-01-30
CLT_002,1225,PAY005,DEL_300,INV_ELCT,75,25,2021-10-06
CLT_006,1396,PAY004,DEL_100,INV_ELCT,99,15,2021-12-03
ACC_007,1008,PAY002,DEL_600,INV_PAPR,23,16,2021-04-20
FTW_004,1329,PAY003,DEL_300,INV_ELCT,53,34,2021-11-13
CLT_008,1503,PAY002,DEL_500,INV_PAPR,99,12,2021-03-01
ACC_006,1344,PAY006,DEL_500,INV_ELCT,48,25,2022-10-12
FTW_001,1478,PAY004,DEL_400,INV_ELCT,72,35,2023-10-03
ACC_008,1425,PAY004,DEL_500,INV_PAPR,64,23,2023-12-19
FTW_001,1393,PAY003,DEL_100,INV_PAPR,63,35,2022-11-11
FTW_002,1432,PAY006,DEL_400,INV_ELCT,51,27,2023-07-30
FTW_001,1290,PAY003,DEL_600,INV_ELCT,55,35,2021-01-21
CLT_002,1130,PAY002,DEL_200,INV_ELCT,55,25,2023-06-04
CLT_003,1091,PAY002,DEL_600,INV_ELCT,26,30,2023-09-30
CLT_007,1492,PAY001,DEL_400,INV_ELCT,67,15,2021-05-06
OTW_001,1240,PAY005,DEL_200,INV_PAPR,31,52,2022-11-08
CLT_004,1001,PAY002,DEL_300,INV_ELCT,66,50,2023-07-05
ACC_008,1486,PAY003,DEL_400,INV_PAPR,67,23,2021-03-06
FTW_004,1650,PAY003,DEL_500,INV_PAPR,61,34,2022-06-07
OTW_002,1250,PAY001,DEL_100,INV_ELCT,75,48,2022-11-22
CLT_008,1524,PAY001,DEL_100,INV_PAPR,90,12,2022-03-24
CLT_010,1436,PAY001,DEL_100,INV_ELCT,40,26,2021-06-15
CLT_011,1396,PAY003,DEL_200,INV_ELCT,90,20,2022-01-26
ACC_002,1154,PAY002,DEL_200,INV_ELCT,20,6,2023-11-08
ACC_003,1178,PAY003,DEL_500,INV_ELCT,40,8,2022-03-27
ACC_005,1455,PAY004,DEL_600,INV_ELCT,33,26,2023-11-17
FTW_001,1591,PAY005,DEL_300,INV_ELCT,98,35,2021-02-07
ACC_002,1518,PAY003,DEL_400,INV_PAPR,42,6,2021-08-02
OTW_001,1216,PAY005,DEL_500,INV_ELCT,62,52,2021-07-18
ACC_005,1144,PAY006,DEL_300,INV_ELCT,45,26,2023-02-11
FTW_003,1170,PAY003,DEL_300,INV_PAPR,78,31,2023-11-17
ACC_004,1292,PAY001,DEL_200,INV_ELCT,80,20,2022-08-25
ACC_007,1513,PAY001,DEL_600,INV_ELCT,96,16,2021-05-19
ACC_004,1123,PAY005,DEL_200,INV_PAPR,47,20,2023-07-28
CLT_005,1380,PAY005,DEL_100,INV_ELCT,84,45,2021-05-10
FTW_003,1252,PAY001,DEL_600,INV_ELCT,31,31,2022-07-08
ACC_008,1086,PAY002,DEL_600,INV_PAPR,63,23,2023-09-16
CLT_007,1607,PAY001,DEL_500,INV_PAPR,97,15,2023-06-07
OTW_002,1062,PAY004,DEL_200,INV_ELCT,99,48,2022-02-24
FTW_002,1190,PAY002,DEL_600,INV_ELCT,90,27,2023-08-13
FTW_003,1391,PAY004,DEL_200,INV_PAPR,68,31,2022-11-22
ACC_006,1378,PAY006,DEL_100,INV_ELCT,80,25,2021-08-16
FTW_002,1003,PAY001,DEL_500,INV_ELCT,91,27,2022-10-29
CLT_005,1561,PAY002,DEL_200,INV_PAPR,30,45,2022-05-30
FTW_003,1329,PAY001,DEL_400,INV_ELCT,90,31,2022-07-06
CLT_009,1414,PAY004,DEL_500,INV_PAPR,28,4,2023-09-19
CLT_009,1198,PAY001,DEL_200,INV_PAPR,46,4,2021-11-04
CLT_002,1298,PAY004,DEL_500,INV_ELCT,60,25,2021-03-16
FTW_003,1143,PAY001,DEL_600,INV_PAPR,59,31,2021-01-06
ACC_005,1471,PAY002,DEL_600,INV_PAPR,68,26,2022-04-25
ACC_001,1221,PAY002,DEL_100,INV_PAPR,79,20,2023-04-01
ACC_001,1025,PAY004,DEL_600,INV_ELCT,94,20,2023-02-11
CLT_005,1259,PAY006,DEL_400,INV_PAPR,83,45,2023-08-11
ACC_003,1467,PAY003,DEL_500,INV_PAPR,62,8,2023-11-11
ACC_007,1089,PAY005,DEL_600,INV_ELCT,85,16,2022-12-31
CLT_003,1304,PAY006,DEL_200,INV_ELCT,30,30,2023-10-26
CLT_004,1515,PAY003,DEL_100,INV_PAPR,24,50,2021-04-27
ACC_001,1627,PAY004,DEL_400,INV_ELCT,25,20,2022-07-12
FTW_002,1113,PAY003,DEL_200,INV_PAPR,37,27,2021-10-31
ACC_002,1126,PAY006,DEL_100,INV_PAPR,69,6,2023-04-08
FTW_003,1104,PAY004,DEL_500,INV_PAPR,97,31,2023-12-03
ACC_003,1190,PAY002,DEL_500,INV_ELCT,24,8,2021-04-18
ACC_002,1241,PAY001,DEL_200,INV_ELCT,30,6,2022-10-03
OTW_002,1375,PAY003,DEL_200,INV_ELCT,53,48,2021-08-16
CLT_002,1580,PAY002,DEL_400,INV_ELCT,70,25,2021-03-04
CLT_006,1291,PAY006,DEL_500,INV_PAPR,76,15,2023-03-23
ACC_007,1237,PAY004,DEL_200,INV_PAPR,95,16,2022-02-22
OTW_001,1400,PAY005,DEL_100,INV_PAPR,51,52,2023-11-13
ACC_004,1333,PAY002,DEL_600,INV_PAPR,41,20,2022-02-09
ACC_008,1182,PAY001,DEL_300,INV_PAPR,71,23,2022-09-02
CLT_011,1445,PAY006,DEL_300,INV_PAPR,66,20,2022-01-05
CLT_006,1349,PAY003,DEL_300,INV_PAPR,84,15,2023-07-06
ACC_004,1209,PAY005,DEL_200,INV_ELCT,95,20,2023-01-12
ACC_006,1194,PAY002,DEL_400,INV_ELCT,90,25,2023-02-23
CLT_003,1178,PAY002,DEL_500,INV_ELCT,36,30,2023-07-29
ACC_003,1141,PAY006,DEL_100,INV_PAPR,22,8,2022-01-12
OTW_001,1147,PAY004,DEL_400,INV_PAPR,89,52,2023-02-10
FTW_002,1551,PAY002,DEL_300,INV_ELCT,50,27,2021-11-02
FTW_001,1056,PAY003,DEL_300,INV_PAPR,36,35,2022-08-22
CLT_005,1621,PAY001,DEL_300,INV_PAPR,52,45,2021-06-08
CLT_009,1276,PAY001,DEL_400,INV_ELCT,29,4,2021-03-02
CLT_001,1230,PAY006,DEL_200,INV_PAPR,89,20,2023-12-26
ACC_004,1442,PAY001,DEL_100,INV_PAPR,47,20,2022-05-07
ACC_006,1593,PAY004,DEL_500,INV_PAPR,25,25,2022-05-02
CLT_005,1199,PAY001,DEL_200,INV_PAPR,74,45,2022-04-13
ACC_002,1128,PAY006,DEL_500,INV_ELCT,46,6,2023-06-07
CLT_004,1421,PAY002,DEL_400,INV_PAPR,22,50,2023-07-30
CLT_006,1077,PAY002,DEL_400,INV_PAPR,25,15,2021-06-15
ACC_002,1502,PAY003,DEL_400,INV_PAPR,80,6,2021-07-09
CLT_004,1346,PAY004,DEL_100,INV_PAPR,76,50,2021-02-01
CLT_004,1422,PAY001,DEL_400,INV_PAPR,30,50,2022-07-20
CLT_010,1465,PAY005,DEL_100,INV_PAPR,79,26,2021-01-30
FTW_004,1338,PAY006,DEL_500,INV_ELCT,22,34,2022-03-13
CLT_009,1560,PAY003,DEL_500,INV_PAPR,36,4,2021-04-01
CLT_009,1627,PAY006,DEL_500,INV_PAPR,77,4,2023-07-03
ACC_008,1405,PAY002,DEL_600,INV_ELCT,33,23,2022-12-11
FTW_004,1254,PAY006,DEL_400,INV_PAPR,64,34,2021-12-27
CLT_009,1023,PAY005,DEL_300,INV_ELCT,53,4,2022-07-04
FTW_003,1102,PAY003,DEL_100,INV_ELCT,36,31,2022-07-07
CLT_001,1082,PAY004,DEL_100,INV_PAPR,70,20,2023-12-22
CLT_007,1394,PAY005,DEL_200,INV_ELCT,96,15,2022-03-30
OTW_002,1442,PAY004,DEL_400,INV_ELCT,27,48,2021-08-03
CLT_010,1219,PAY006,DEL_100,INV_PAPR,64,26,2023-08-10
OTW_002,1653,PAY003,DEL_100,INV_PAPR,23,48,2023-09-23
ACC_007,1550,PAY001,DEL_400,INV_PAPR,33,16,2023-12-25
OTW_002,1630,PAY004,DEL_500,INV_ELCT,34,48,2022-12-19
CLT_010,1182,PAY004,DEL_400,INV_ELCT,35,26,2023-09-03
OTW_001,1086,PAY006,DEL_300,INV_PAPR,62,52,2021-07-03
FTW_001,1390,PAY004,DEL_400,INV_PAPR,75,35,2023-05-10
CLT_003,1258,PAY002,DEL_300,INV_ELCT,29,30,2022-04-02
ACC_005,1370,PAY003,DEL_200,INV_PAPR,28,26,2023-11-22
CLT_011,1215,PAY005,DEL_600,INV_ELCT,20,20,2021-04-04
OTW_001,1450,PAY005,DEL_600,INV_PAPR,96,52,2021-08-12
CLT_002,1610,PAY005,DEL_100,INV_ELCT,43,25,2022-05-29
CLT_006,1066,PAY003,DEL_500,INV_ELCT,94,15,2022-09-18
CLT_008,1492,PAY006,DEL_400,INV_PAPR,81,12,2022-02-02
ACC_006,1634,PAY004,DEL_300,INV_PAPR,75,25,2022-03-01
ACC_005,1310,PAY003,DEL_200,INV_PAPR,81,26,2023-05-02
CLT_007,1405,PAY004,DEL_200,INV_ELCT,92,15,2023-07-27
ACC_007,1362,PAY003,DEL_600,INV_ELCT,96,16,2021-07-07
ACC_006,1197,PAY001,DEL_500,INV_PAPR,71,25,2022-12-25
ACC_008,1614,PAY004,DEL_400,INV_ELCT,50,23,2021-12-23
OTW_001,1570,PAY006,DEL_500,INV_ELCT,72,52,2021-05-11
OTW_002,1126,PAY005,DEL_500,INV_ELCT,28,48,2022-02-06
CLT_010,1377,PAY003,DEL_200,INV_ELCT,59,26,2022-07-21
OTW_001,1274,PAY001,DEL_300,INV_PAPR,33,52,2021-11-28
ACC_007,1543,PAY002,DEL_200,INV_ELCT,59,16,2022-07-30
ACC_002,1500,PAY003,DEL_500,INV_ELCT,30,6,2022-03-10
ACC_005,1027,PAY006,DEL_400,INV_ELCT,85,26,2023-12-27
ACC_001,1322,PAY002,DEL_600,INV_PAPR,97,20,2023-09-18
CLT_011,1590,PAY002,DEL_400,INV_PAPR,36,20,2021-06-07
ACC_006,1611,PAY006,DEL_600,INV_PAPR,85,25,2022-05-17
ACC_008,1437,PAY005,DEL_300,INV_PAPR,62,23,2022-05-01
CLT_004,1608,PAY001,DEL_400,INV_ELCT,71,50,2021-01-11
CLT_005,1211,PAY005,DEL_300,INV_PAPR,21,45,2021-09-01
ACC_001,1605,PAY005,DEL_400,INV_ELCT,61,20,2021-11-26
ACC_007,1106,PAY002,DEL_600,INV_ELCT,58,16,2022-11-25
CLT_010,1454,PAY003,DEL_600,INV_ELCT,80,26,2022-09-19
ACC_006,1171,PAY006,DEL_100,INV_PAPR,50,25,2021-01-14
FTW_004,1147,PAY006,DEL_100,INV_ELCT,48,34,2021-06-13
ACC_006,1229,PAY002,DEL_400,INV_ELCT,40,25,2021-03-06
OTW_001,1345,PAY001,DEL_300,INV_ELCT,34,52,2021-11-18
OTW_001,1472,PAY003,DEL_500,INV_PAPR,46,52,2021-10-28
ACC_008,1451,PAY001,DEL_600,INV_PAPR,27,23,2023-02-26
ACC_004,1039,PAY003,DEL_400,INV_ELCT,98,20,2021-11-20
CLT_010,1576,PAY001,DEL_400,INV_PAPR,73,26,2022-03-06
CLT_005,1229,PAY003,DEL_200,INV_ELCT,28,45,2023-04-21
ACC_003,1630,PAY002,DEL_300,INV_ELCT,76,8,2023-02-12
CLT_010,1211,PAY002,DEL_200,INV_PAPR,83,26,2022-12-12
CLT_003,1357,PAY004,DEL_300,INV_PAPR,23,30,2021-04-29
ACC_005,1280,PAY001,DEL_200,INV_PAPR,28,26,2021-01-20
CLT_011,1171,PAY006,DEL_400,INV_ELCT,83,20,2023-03-18
CLT_008,1463,PAY006,DEL_600,INV_ELCT,96,12,2022-01-15
FTW_004,1626,PAY001,DEL_600,INV_PAPR,62,34,2022-10-06
CLT_007,1496,PAY002,DEL_500,INV_ELCT,25,15,2022-02-20
CLT_003,1548,PAY006,DEL_400,INV_PAPR,97,30,2021-04-22
CLT_003,1510,PAY002,DEL_500,INV_ELCT,61,30,2022-11-18
FTW_003,1370,PAY003,DEL_400,INV_ELCT,66,31,2023-05-15
CLT_003,1008,PAY005,DEL_300,INV_ELCT,67,30,2021-10-21
ACC_008,1331,PAY005,DEL_400,INV_ELCT,80,23,2021-08-07
CLT_008,1224,PAY001,DEL_400,INV_ELCT,25,12,2021-02-25
ACC_005,1379,PAY002,DEL_100,INV_ELCT,58,26,2023-09-26
ACC_001,1073,PAY005,DEL_200,INV_PAPR,96,20,2023-12-11
ACC_008,1156,PAY003,DEL_600,INV_ELCT,77,23,2022-06-20
ACC_002,1487,PAY005,DEL_500,INV_PAPR,65,6,2023-03-02
ACC_006,1482,PAY003,DEL_500,INV_ELCT,36,25,2023-07-07
FTW_004,1321,PAY004,DEL_400,INV_ELCT,84,34,2021-02-22
CLT_011,1460,PAY002,DEL_200,INV_ELCT,58,20,2023-03-14
ACC_004,1541,PAY003,DEL_100,INV_PAPR,62,20,2021-06-18
ACC_005,1490,PAY002,DEL_600,INV_ELCT,67,26,2023-03-03
CLT_010,1533,PAY002,DEL_200,INV_ELCT,20,26,2021-01-22
FTW_002,1227,PAY001,DEL_100,INV_PAPR,90,27,2021-05-19
ACC_007,1199,PAY006,DEL_500,INV_ELCT,58,16,2022-12-24
CLT_006,1372,PAY004,DEL_600,INV_PAPR,53,15,2023-09-06
ACC_003,1340,PAY004,DEL_400,INV_ELCT,30,8,2021-12-13
CLT_003,1470,PAY006,DEL_200,INV_ELCT,65,30,2021-05-12
ACC_006,1111,PAY005,DEL_500,INV_ELCT,41,25,2021-12-27
CLT_006,1345,PAY001,DEL_200,INV_PAPR,73,15,2023-01-15
CLT_003,1505,PAY002,DEL_600,INV_ELCT,98,30,2022-05-30
FTW_003,1199,PAY002,DEL_100,INV_ELCT,36,31,2023-06-06
CLT_011,1298,PAY006,DEL_200,INV_ELCT,81,20,2022-05-22
CLT_008,1065,PAY001,DEL_100,INV_PAPR,90,12,2021-05-05
ACC_004,1540,PAY002,DEL_300,INV_PAPR,83,20,2021-11-18
CLT_006,1294,PAY001,DEL_100,INV_PAPR,91,15,2021-09-10
CLT_005,1119,PAY006,DEL_200,INV_PAPR,36,45,2022-01-31
OTW_001,1611,PAY004,DEL_500,INV_ELCT,53,52,2023-07-21
CLT_004,1406,PAY003,DEL_600,INV_ELCT,39,50,2022-08-11
ACC_003,1337,PAY005,DEL_400,INV_ELCT,33,8,2023-07-04
CLT_011,1343,PAY006,DEL_600,INV_ELCT,76,20,2021-10-09
FTW_001,1363,PAY005,DEL_500,INV_ELCT,23,35,2022-12-01
CLT_004,1224,PAY001,DEL_100,INV_PAPR,54,50,2021-12-18
FTW_004,1521,PAY002,DEL_200,INV_ELCT,89,34,2023-01-01
FTW_004,1167,PAY001,DEL_500,INV_PAPR,38,34,2022-05-29
ACC_005,1126,PAY004,DEL_400,INV_ELCT,36,26,2021-10-17
CLT_005,1022,PAY005,DEL_600,INV_ELCT,66,45,2022-08-21
ACC_006,1249,PAY006,DEL_600,INV_ELCT,42,25,2022-02-11
ACC_006,1277,PAY006,DEL_400,INV_ELCT,36,25,2021-12-29
CLT_001,1561,PAY003,DEL_200,INV_ELCT,86,20,2022-06-26
ACC_004,1613,PAY005,DEL_500,INV_ELCT,49,20,2023-04-01
CLT_006,1362,PAY001,DEL_300,INV_ELCT,41,15,2023-09-13
CLT_002,1444,PAY003,DEL_100,INV_PAPR,82,25,2022-11-29
CLT_011,1630,PAY005,DEL_200,INV_ELCT,53,20,2022-08-25
FTW_003,1032,PAY006,DEL_200,INV_ELCT,21,31,2023-07-23
ACC_002,1030,PAY002,DEL_500,INV_ELCT,66,6,2022-10-02
ACC_002,1116,PAY001,DEL_100,INV_PAPR,89,6,2021-05-04
ACC_004,1441,PAY006,DEL_100,INV_PAPR,55,20,2023-11-10
ACC_007,1409,PAY006,DEL_400,INV_PAPR,42,16,2021-07-24
CLT_007,1633,PAY005,DEL_100,INV_ELCT,52,15,2022-05-11
FTW_002,1040,PAY005,DEL_200,INV_PAPR,92,27,2022-06-18
CLT_005,1085,PAY004,DEL_100,INV_PAPR,56,45,2022-01-05
CLT_002,1377,PAY005,DEL_500,INV_ELCT,96,25,2023-06-03
CLT_011,1637,PAY006,DEL_400,INV_PAPR,64,20,2021-07-17
CLT_002,1303,PAY006,DEL_600,INV_ELCT,48,25,2023-12-22
CLT_009,1538,PAY005,DEL_300,INV_PAPR,83,4,2021-03-23
ACC_007,1470,PAY004,DEL_500,INV_PAPR,91,16,2023-04-07
ACC_001,1547,PAY002,DEL_100,INV_ELCT,94,20,2021-11-14
CLT_008,1484,PAY002,DEL_200,INV_ELCT,62,12,2023-01-21
CLT_009,1240,PAY004,DEL_400,INV_PAPR,55,4,2021-06-06
OTW_001,1321,PAY001,DEL_600,INV_PAPR,68,52,2023-01-07
ACC_006,1253,PAY002,DEL_200,INV_ELCT,76,25,2022-11-01
ACC_001,1074,PAY001,DEL_200,INV_PAPR,31,20,2021-02-26
ACC_002,1121,PAY005,DEL_600,INV_ELCT,81,6,2022-05-22
CLT_002,1194,PAY005,DEL_300,INV_PAPR,83,25,2022-02-09
